Title	Compound	Photographer	Date	Subjects	Notes	Type	Original Format/Size	Digital Format	Digital Collection	Repository	Repository Collection	Repository Collection Guide	Restrictions	Cite As	Contact and Ordering Information	Item Number	Item URL	Collection URL	Collection Source	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	Full resolution	CONTENTdm file path
Jan Kubelik	Done	unknown	ca. 1900	Violinists--Photographs	Jan Kubelik at Athenaeum tommorrow evening; 3/4 portrait.	Image	Gelatin silver prints; 4.5" x 6.5"	jpeg	Actors and Musicians	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Actors and Musicians Photographs (Mss. 2116).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Actors and Musicians Photographs (Mss. 2116), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	21160024r	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_ACT	IRP		2005-10-19	2005-10-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/177	177	178.jpg		/LSU_ACT/image/178.jpg
Jan Kubelik	Done	unknown	ca. 1900	Violinists--Photographs	Jan Kubelik at Athenaeum tommorrow evening; 3/4 portrait.	Image	Gelatin silver prints; 4.5" x 6.5"	jpeg	Actors and Musicians	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Actors and Musicians Photographs (Mss. 2116).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Actors and Musicians Photographs (Mss. 2116), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	21160024v	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_ACT	IRP		2005-10-19	2005-10-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/178	178	179.jpg		/LSU_ACT/image/179.jpg
Harry Lauder	Done	Otto Sarony Co.	ca. 1900	Actors--Photographs	1/4 portrait.	Image	Gelatin silver prints; 5.75" x 7.75"	jpeg	Actors and Musicians	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Actors and Musicians Photographs (Mss. 2116).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Actors and Musicians Photographs (Mss. 2116), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	21160025r	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_ACT	IRP		2005-10-19	2005-10-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/179	179	180.jpg		/LSU_ACT/image/180.jpg
Harry Lauder	Done	Otto Sarony Co.	ca. 1900	Actors--Photographs	1/4 portrait.	Image	Gelatin silver prints; 5.75" x 7.75"	jpeg	Actors and Musicians	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Actors and Musicians Photographs (Mss. 2116).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Actors and Musicians Photographs (Mss. 2116), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	21160025v	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_ACT	IRP		2005-10-19	2005-10-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/180	180	181.jpg		/LSU_ACT/image/181.jpg
R. D. MacLean	Done	Marceau, 258 Fifth Avenue, New York, N.Y.	ca. 1900	Actors--Photographs	Mr. R. D. MacLean Dauphine Theatre; Full portrait in costume.	Image	Gelatin silver prints; 5.75" x 8.25"	jpeg	Actors and Musicians	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Actors and Musicians Photographs (Mss. 2116).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Actors and Musicians Photographs (Mss. 2116), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	21160026r	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_ACT	IRP		2005-10-19	2005-10-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/181	181	182.jpg		/LSU_ACT/image/182.jpg
R. D. MacLean	Done	Marceau, 258 Fifth Avenue, New York, N.Y.	ca. 1900	Actors--Photographs	Mr. R. D. MacLean Dauphine Theatre; Full portrait in costume.	Image	Gelatin silver prints; 5.75" x 8.25"	jpeg	Actors and Musicians	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Actors and Musicians Photographs (Mss. 2116).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Actors and Musicians Photographs (Mss. 2116), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	21160026v	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_ACT	IRP		2005-10-19	2005-10-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/182	182	183.jpg		/LSU_ACT/image/183.jpg
Andrew Mack	Done	White, New York	ca. 1900	Actors--Photographs	Orpheum.; 3/4 portrait, seated, in costume.	Image	Gelatin silver prints; 5.75" x 7.75"	jpeg	Actors and Musicians	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Actors and Musicians Photographs (Mss. 2116).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Actors and Musicians Photographs (Mss. 2116), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	21160027r	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_ACT	IRP		2005-10-19	2005-10-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/183	183	184.jpg		/LSU_ACT/image/184.jpg
Andrew Mack	Done	White, New York	ca. 1900	Actors--Photographs	Orpheum.; 3/4 portrait, seated, in costume.	Image	Gelatin silver prints; 5.75" x 7.75"	jpeg	Actors and Musicians	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Actors and Musicians Photographs (Mss. 2116).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Actors and Musicians Photographs (Mss. 2116), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	21160027v	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_ACT	IRP		2005-10-19	2005-10-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/184	184	185.jpg		/LSU_ACT/image/185.jpg
Louis Mann	Done	White, New York	ca. 1900	Actors--Photographs	Mr. Louis Mann in "The Cheater" and "The Man Who Stood Still" at the Dauphine next week.; 1/4 portrait.	Image	Gelatin silver prints; 5.75" x 7.75"	jpeg	Actors and Musicians	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Actors and Musicians Photographs (Mss. 2116).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Actors and Musicians Photographs (Mss. 2116), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	21160028r	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_ACT	IRP		2005-10-19	2005-10-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/185	185	186.jpg		/LSU_ACT/image/186.jpg
Louis Mann	Done	White, New York	ca. 1900	Actors--Photographs	Mr. Louis Mann in "The Cheater" and "The Man Who Stood Still" at the Dauphine next week.; 1/4 portrait.	Image	Gelatin silver prints; 5.75" x 7.75"	jpeg	Actors and Musicians	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Actors and Musicians Photographs (Mss. 2116).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Actors and Musicians Photographs (Mss. 2116), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	21160028v	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_ACT	IRP		2005-10-19	2005-10-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/186	186	187.jpg		/LSU_ACT/image/187.jpg
Louis Mann	Done	White, New York	ca. 1900	Actors--Photographs	Louis Mann Tulane next week; 1/4 portrait.	Image	Gelatin silver prints; 5.75" x 7.5"	jpeg	Actors and Musicians	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Actors and Musicians Photographs (Mss. 2116).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Actors and Musicians Photographs (Mss. 2116), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	21160029r	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_ACT	IRP		2005-10-19	2005-10-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/187	187	188.jpg		/LSU_ACT/image/188.jpg
Louis Mann	Done	White, New York	ca. 1900	Actors--Photographs	Louis Mann Tulane next week; 1/4 portrait.	Image	Gelatin silver prints; 5.75" x 7.5"	jpeg	Actors and Musicians	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Actors and Musicians Photographs (Mss. 2116).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Actors and Musicians Photographs (Mss. 2116), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	21160029v	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_ACT	IRP		2005-10-19	2005-10-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/188	188	189.jpg		/LSU_ACT/image/189.jpg
Julia Marlowe	Done	unknown	ca. 1900	Actors--Photographs	1/4 portrait.	Image	Gelatin silver prints; 6.75" x 8.50"	jpeg	Actors and Musicians	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Actors and Musicians Photographs (Mss. 2116).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Actors and Musicians Photographs (Mss. 2116), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	21160030r	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_ACT	IRP		2005-10-19	2005-10-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/189	189	190.jpg		/LSU_ACT/image/190.jpg
Julia Marlowe	Done	unknown	ca. 1900	Actors--Photographs	1/4 portrait.	Image	Gelatin silver prints; 6.75" x 8.50"	jpeg	Actors and Musicians	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Actors and Musicians Photographs (Mss. 2116).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Actors and Musicians Photographs (Mss. 2116), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	21160030v	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_ACT	IRP		2005-10-19	2005-10-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/190	190	191.jpg		/LSU_ACT/image/191.jpg
Robert Mantell	Done	Otto Sarony Co., 1177 Broadway, New York, N.Y.	ca. 1900	Actors--Photographs	Robert Mantell as Hamlet; 3/4 portrait in costume.	Image	Gelatin silver prints; 6.75" x 8.25"	jpeg	Actors and Musicians	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Actors and Musicians Photographs (Mss. 2116).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Actors and Musicians Photographs (Mss. 2116), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	21160031r	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_ACT	IRP		2005-10-19	2005-10-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/191	191	192.jpg		/LSU_ACT/image/192.jpg
Robert Mantell	Done	Otto Sarony Co., 1177 Broadway, New York, N.Y.	ca. 1900	Actors--Photographs	Robert Mantell as Hamlet; 3/4 portrait in costume.	Image	Gelatin silver prints; 6.75" x 8.25"	jpeg	Actors and Musicians	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Actors and Musicians Photographs (Mss. 2116).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Actors and Musicians Photographs (Mss. 2116), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	21160031v	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_ACT	IRP		2005-10-19	2005-10-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/192	192	193.jpg		/LSU_ACT/image/193.jpg
Robert B. Mantell	Done	Baker Art Gallery, Columbus, Ohio	ca. 1900	Actors--Photographs	Robert B. Mantell Dauphine Theatre. Mr. Mantell in Character Studies.; 1/4 profile.	Image	Gelatin silver prints; 7.25" x 9.00"	jpeg	Actors and Musicians	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Actors and Musicians Photographs (Mss. 2116).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Actors and Musicians Photographs (Mss. 2116), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	21160032r	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_ACT	IRP		2005-10-19	2005-10-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/193	193	194.jpg		/LSU_ACT/image/194.jpg
Robert B. Mantell	Done	Baker Art Gallery, Columbus, Ohio	ca. 1900	Actors--Photographs	Robert B. Mantell Dauphine Theatre. Mr. Mantell in Character Studies.; 1/4 profile.	Image	Gelatin silver prints; 7.25" x 9.00"	jpeg	Actors and Musicians	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Actors and Musicians Photographs (Mss. 2116).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Actors and Musicians Photographs (Mss. 2116), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	21160032v	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_ACT	IRP		2005-10-19	2005-10-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/194	194	195.jpg		/LSU_ACT/image/195.jpg
Ada Meade	Done	Moffett	ca. 1900	Actors--Photographs	Miss Ada Meade prima donna "Madame Sherry" Tulane; 1/2 portrait.	Image	Gelatin silver prints; 7.25" x 9.00"	jpeg	Actors and Musicians	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Actors and Musicians Photographs (Mss. 2116).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Actors and Musicians Photographs (Mss. 2116), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	21160033r	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_ACT	IRP		2005-10-19	2005-10-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/195	195	196.jpg		/LSU_ACT/image/196.jpg
Ada Meade	Done	Moffett	ca. 1900	Actors--Photographs	Miss Ada Meade prima donna "Madame Sherry" Tulane; 1/2 portrait.	Image	Gelatin silver prints; 7.25" x 9.00"	jpeg	Actors and Musicians	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Actors and Musicians Photographs (Mss. 2116).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Actors and Musicians Photographs (Mss. 2116), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	21160033v	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_ACT	IRP		2005-10-19	2005-10-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/196	196	197.jpg		/LSU_ACT/image/197.jpg
Nellie Melba	Done	unknown	ca. 1900	Actors--Photographs	Madame Melba at Athenaeum tommorrow evening; 1/2 portrait in costume.	Image	Gelatin silver prints; 4.75" x 6.5"	jpeg	Actors and Musicians	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Actors and Musicians Photographs (Mss. 2116).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Actors and Musicians Photographs (Mss. 2116), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	21160034r	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_ACT	IRP		2005-10-19	2005-10-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/197	197	198.jpg		/LSU_ACT/image/198.jpg
Nellie Melba	Done	unknown	ca. 1900	Actors--Photographs	Madame Melba at Athenaeum tommorrow evening; 1/2 portrait in costume.	Image	Gelatin silver prints; 4.75" x 6.5"	jpeg	Actors and Musicians	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Actors and Musicians Photographs (Mss. 2116).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Actors and Musicians Photographs (Mss. 2116), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	21160034v	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_ACT	IRP		2005-10-19	2005-10-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/198	198	199.jpg		/LSU_ACT/image/199.jpg
Merry Countess Chorus Girls	Done	Unity Photo co., 168 W. 46th St., New York, N.Y.	ca. 1900	Actors--Photographs	Group of chorus girls in "The Merry Countess" opening Tulane, coming.; Group portrait in costume.	Image	Gelatin silver prints; 7.75" x 9.75"	jpeg	Actors and Musicians	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Actors and Musicians Photographs (Mss. 2116).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Actors and Musicians Photographs (Mss. 2116), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	21160035r	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_ACT	IRP		2005-10-19	2005-10-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/199	199	200.jpg		/LSU_ACT/image/200.jpg
